ogc_fid,objectid,epi_name,lga_code,lga_name,published_,commenced_,currency_d,amendment,map_type,map_name,lay_name,lay_class,h_id,h_name,sig,label,legis_ref_,legis_re_1,legis_re_2,pco_ref_ke,epi_type,sym_code,cadid,shape.star,item_no,item_name,item_link,ho_id,address,suburb,lga,informatio,verifiedad,longitude,latitude,locationco,postcode
"13621","5968",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A005,Banarway Carved Tree,State,,,,,2011-646,LEP,,"108012531",0.000652829583032,,,,,,,,,,,,,
"13637","5986",Kiama Local Environmental Plan 2011,"4400",KIAMA,2011/12/16 00:00:00.000,2011/12/16 00:00:00.000,2017/12/22 00:00:00.000,,,,,Item - Archaeological,A67,Woodstock Co-Operage and Butter Factory Site Jamberoo,Local,,,,,2011-680,LEP,,"108012485",2.2420413188e-05,,,,,,,,,,,,,
"13642","5995",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A011,Mission and Cemetery,Local,,,,,2011-646,LEP,,"108012531",0.000172121104242,,,,,,,,,,,,,
"13650","6005",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A004,Scarred trees of Collymongle,State,,,,,2011-646,LEP,,"108012531",7.4970907008e-05,,,,,,,,,,,,,
"13651","6006",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A009,Masacre Site Waterloo Creek,State,,,,,2011-646,LEP,,"108012531",0.000719284712432,,,,,,,,,,,,,
"13652","6007",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A008,Wearmatong Carved Tree,State,,,,,2011-646,LEP,,"108012531",0.000173678557076,,,,,,,,,,,,,
"13754","6162",Kiama Local Environmental Plan 2011,"4400",KIAMA,2011/12/16 00:00:00.000,2011/12/16 00:00:00.000,2017/12/22 00:00:00.000,,,,,Item - Archaeological,A66,Woodstock Piggery Site,Local,,,,,2011-680,LEP,,"108012485",2.2420413188e-05,,,,,,,,,,,,,
"13761","6172",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A1,Remains Of Glenrock Railway,Local,,,,,2012-255,LEP,,"108012411",2.072318694e-06,"1943",Blairgowrie (Residence),http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2173934,"2173934",39 Lloyd Street,Merewether,Newcastle,"0","0","0","0","0","0"
"13811","6235",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A17,Wagonga wharf site,Local,,,,,2012-333,LEP,,"108012393",9.88223746e-07,,,,,,,,,,,,,
"13822","6247",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A001,Massacre Site - Slaughterhouse Creek,State,,,,,2011-646,LEP,,"108012531",1.1472901861e-05,,,,,,,,,,,,,
"14001","6474",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A010,Terry Hie Hie Aboriginal Mission area and Cemetery,Local,,,,,2011-646,LEP,,"108012531",0.000445924055384,,,,,,,,,,,,,
"14060","6549",Mosman Local Environmental Plan 2012,"5350",MOSMAN,2016/06/24 00:00:00.000,2016/06/24 00:00:00.000,2018/02/09 00:00:00.000,Amendment No 9,,,,Item - Archaeological,A497,Site of former road to the Spit,Local,,,,,2011-647,LEP,,"108012409",1.16838237e-07,,,,,,,,,,,,,
"14083","6577",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A9,Scottish Australian Mining Co (Site),Local,,,,,2012-255,LEP,,"108012411",7.363826626e-06,"24368",Scottish Australian Mining Co (Site),http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2171221,"2171221",1A Mahogany Drive,New Lambton,Newcastle,"0","0","0","0","0","0"
"14085","6579",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A4,Garden House Site,Local,,,,,2012-255,LEP,,"108012411",1.193697244e-06,"9726",Garden House Site,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2173886,"2173886",177 Woodford Street,Minmi,Newcastle,"0","0","0","0","0","0"
"14450","7038",Clarence Valley Local Environmental Plan 2011,"1730",CLARENCE VALLEY,2011/12/23 00:00:00.000,2011/12/23 00:00:00.000,2018/05/18 00:00:00.000,,,,,Item - General,I351,Solferino village archaeological site,Local,,,,,2011-701,LEP,,"108012388",6.295755793e-05,,,,,,,,,,,,,
"14489","7092",Wentworth Local Environmental Plan 2011,"8200",WENTWORTH,2011/12/16 00:00:00.000,2011/12/16 00:00:00.000,2017/06/30 00:00:00.000,,,,,Item - Archaeological,A1,Wreck of the PS Rodney,State,,,,,2011-684,LEP,,"108012421",5.484435e-08,,,,,,,,,,,,,
"14825","7490",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A22,Wreck of sand Barge,Local,,,,,2012-333,LEP,,"108012393",4.20282504e-07,"31939",Wreck of Sand Barge,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1550255,"1550255",North Head Drive Malabar Creek,Moruya,Eurobodalla,"0","0","0","0","0","0"
"14827","7492",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A12,Wreck Of Adolphe,Local,,,,,2012-255,LEP,,"108012411",1.36978088e-07,"31938",Wreck of Adolphe,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2171414,"2171414",Pitt Street,Stockton,Newcastle,"0","0","0","0","0","0"
"14950","7617",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A23,"Stone bridge approaches and foundation plaque, Sydney Woollen Mills",Local,,,,,2012-509,LEP,,"108012467",1.454819994e-06,"27145","Stone Bridge Approaches and Foundation Plaque, Sydney Woollen Mills",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1090254,"1090254",1 Windsor Road,North Rocks,The Hills,"0","0","0","0","0","0"
"14952","7619",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A30,Bridge and culvert,Local,,,,,2012-509,LEP,,"108012467",2.448814e-09,"2518",Bridge and Culvert,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1090258,"1090258",Old Northern Road,Wisemans Ferry,The Hills,"0","0","0","0","0","0"
"14953","7620",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A10,Site of Sunnybank residence,Local,,,,,2012-333,LEP,,"108012393",8.7484635969e-05,,,,,,,,,,,,,
"14985","7652",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A6,Starch factory site,Local,,,,,2012-333,LEP,,"108012393",1.06977041e-07,"27036",Starch Factory Site,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1550251,"1550251",The River Road,Currowan,Eurobodalla,"0","0","0","0","0","0"
"15073","7741",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2016/07/11 00:00:00.000,2016/07/11 00:00:00.000,2017/10/06 00:00:00.000,Amendment No 13,,,,Item - Archaeological,A14,Duckenfield Colliery Railway (relics),Local,,,,,2012-255,LEP,,"108012411",1.3561187643e-05,"6523",Duckenfield Railway No 1 Colliery Branch Line,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2173882,"2173882", ,Minmi,Newcastle,"0","0","0","0","0","0"
"15196","7865",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A1,Remains Of Glenrock Railway,Local,,,,,2012-255,LEP,,"108012411",1.96907877e-07,,,,,,,,,,,,,
"15257","7928",Richmond Valley Local Environmental Plan 2012,"6610",RICHMOND VALLEY,2012/03/09 00:00:00.000,2012/03/09 00:00:00.000,2014/08/15 00:00:00.000,,,,,Item - Archaeological,A10,"Wyan Creek Bennett's Sawmill Site, Hicks Rd",Local,,,,,2012-98,LEP,,"108012536",0.000797834627974,,,,,,,,,,,,,
"15278","7949",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A10,Prawners Slipway,Local,,,,,2012-255,LEP,,"108012411",3.460882e-07,"22035",Prawners Slipway,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2173896,"2173896",Fullerton Street,Stockton,Newcastle,"0","0","0","0","0","0"
"15309","7980",Richmond Valley Local Environmental Plan 2012,"6610",RICHMOND VALLEY,2012/03/09 00:00:00.000,2012/03/09 00:00:00.000,2014/08/15 00:00:00.000,,,,,Item - Archaeological,A5,"New Italy St Peter's Church Site & Wells, Forest Rd",Local,,,,,2012-98,LEP,,"108012536",1.5058961253e-05,"26676","St Peter's Church, former, and Wells",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2850161,"2850161",40 Forest Road,New Italy,Richmond Valley,LGOV,40 FOREST ROAD NEW ITALY,"153.2762989","-29.15242827",Great,"2472"
"15343","8014",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A5,Monzonite quarries,Local,,,,,2012-333,LEP,,"108012393",7.695359727e-06,"19530",Monzonite Quarries,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1550283,"1550283",37 & 57 Punkalla Tilba Road,Central Tilba,Eurobodalla,"0","0","0","0","0","0"
"15368","8039",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2016/07/11 00:00:00.000,2016/07/11 00:00:00.000,2017/10/06 00:00:00.000,Amendment No 13,,,,Item - Archaeological,A15,Boat Harbour (Place),Local,,,,,2012-255,LEP,,"108012411",1.56275746e-07,"2015",Boat Harbour (Place),http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2171284,"2171284",Hunter Street,Stockton,Newcastle,"0","0","0","0","0","0"
"15415","8086",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A13,The Ballast Ground (Place),Local,,,,,2012-255,LEP,,"108012411",3.1073347145e-05,"22035",Prawners Slipway,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2173896,"2173896",Fullerton Street,Stockton,Newcastle,"0","0","0","0","0","0"
"15420","8091",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A15,Remains of McMillans Mill,Local,,,,,2012-333,LEP,,"108012393",5.982745733e-06,"22729",Remains of McMillans Mill,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1550180,"1550180",2 Ringlands Road,Narooma,Eurobodalla,"0","0","0","0","0","0"
"15502","8173",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A22,Retaining wall,Local,,,,,2012-509,LEP,,"108012467",9.68916993e-07,"23376",Retaining Wall,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1090253,"1090253",23-27 Speers Road,North Rocks,The Hills,LGOV,23-27 SPEERS ROAD NORTH ROCKS,"151.0025505","-33.78666985",Great,"2151"
"15536","8209",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A24,Queens Arms Inn site,Local,,,,,2012-509,LEP,,"108012467",6.39539394e-07,"22331",Queens Arms Inn Site,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1090255,"1090255",1 Resolution Place,Rouse Hill,The Hills,"0","0","0","0","0","0"
"15582","8255",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A3,Newcastle Coke Ovens,Local,,,,,2012-255,LEP,,"108012411",4.91842002e-07,"20306",Newcastle Coke Ovens,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2171166,"2171166",3A Ocean Street,Merewether,Newcastle,"0","0","0","0","0","0"
"15598","8271",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A8,Commandants Farm,Local,,,,,2012-255,LEP,,"108012411",2.44896455e-07,"21117",Palais Royale (Government Farm Archaeological Site),http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2170696,"2170696",684 Hunter Street,Newcastle West,Newcastle,LGOV,684 HUNTER STREET NEWCASTLE WEST,"151.7638116","-32.9263228",Great,"2302"
"15642","8315",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A7,Ship building site,Local,,,,,2012-333,LEP,,"108012393",1.6453536318e-05,"24847",Ship Building Site,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1550250,"1550250",560 The River Road,Currowan,Eurobodalla,"0","0","0","0","0","0"
"15665","8339",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A7,Convict Lumber Yard - Stockade Site (Coal River Precinct),State,,,,,2012-255,LEP,,"108012411",3.47828063e-07,"27085",Stationmaster's Residence,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2171882,"2171882",92 Scott Street,Newcastle,Newcastle,LGOV,92 SCOTT STREET NEWCASTLE,"151.7858197","-32.92692463",Great,"2300"
"15701","8379",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A6,Cathedral Park And Cemetery,State,,,,,2012-255,LEP,,"108012411",6.96846655e-07,"3582",Cathedral Park and Cemetery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2170295,"2170295",93 King Street,The Hill,Newcastle,"0","0","0","0","0","0"
"15755","8433",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A5,Coal River Precinct,State,,,,,2012-255,LEP,,"108012411",1.3132076674e-05,"4264",Coal River Precinct,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2173910,"2173910","32,40,51,72B, 74, 76, 78 & 80 Nobbys Road",Newcastle East,Newcastle,"0","0","0","0","0","0"
"15827","8506",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2012/06/15 00:00:00.000,2012/06/15 00:00:00.000,2017/10/06 00:00:00.000,,,,,Item - Archaeological,A2,Remains Of Smelter,Local,,,,,2012-255,LEP,,"108012411",1.83005341e-07,,,,,,,,,,,,,
"15890","8569",Richmond Valley Local Environmental Plan 2012,"6610",RICHMOND VALLEY,2012/03/09 00:00:00.000,2012/03/09 00:00:00.000,2014/08/15 00:00:00.000,,,,,Item - Archaeological,A7,New Italy Pezzuti's Wine Shop,Local,,,,,2012-98,LEP,,"108012536",1.4917504359e-05,,,,,,,,,,,,,
"15933","8614",Newcastle Local Environmental Plan 2012,"5900",NEWCASTLE,2017/10/06 00:00:00.000,2017/10/06 00:00:00.000,2017/10/06 00:00:00.000,Amendment No 25,,,,Item - Archaeological,A20,R A Richie & Sons And Hudson Bros Engineering (Former Industrial Site),Local,,,,,2012-255,LEP,,"108012411",6.41329279e-07,"22358",R A Ritchie and Sons & Hudson Bros Engineering,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2171242,"2171242",20 Greenway Street,Wickham,Newcastle,LGOV,20 GREENWAY STREET WICKHAM,"151.757367","-32.91980348",Great,"2293"
"15948","8630",Richmond Valley Local Environmental Plan 2012,"6610",RICHMOND VALLEY,2012/03/09 00:00:00.000,2012/03/09 00:00:00.000,2014/08/15 00:00:00.000,,,,,Item - Archaeological,A8,"Wyan School Site, former, Wyan Rd",Local,,,,,2012-98,LEP,,"108012536",7.26087364e-07,,,,,,,,,,,,,
"15981","8677",Richmond Valley Local Environmental Plan 2012,"6610",RICHMOND VALLEY,2012/03/09 00:00:00.000,2012/03/09 00:00:00.000,2014/08/15 00:00:00.000,,,,,Item - Archaeological,A4,"Casino Victory Camp Site, Summerland Way",Local,,,,,2012-98,LEP,,"108012536",3.1541564113e-05,,,,,,,,,,,,,
"16013","8709",Richmond Valley Local Environmental Plan 2012,"6610",RICHMOND VALLEY,2012/03/09 00:00:00.000,2012/03/09 00:00:00.000,2014/08/15 00:00:00.000,,,,,Item - Archaeological,A1,Broadwater Brick Works Site,Local,,,,,2012-98,LEP,,"108012536",2.238882189e-06,"2586",Broadwater Brickworks site,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2850260,"2850260",45 Pine Tree Road,Broadwater,Richmond Valley,LGOV,45 PINE TREE ROAD BROADWATER,"153.4407514","-29.00826281",Great,"2472"
"16024","8720",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A26,"Cumberland State Forest, Bellamy Quarry and Sawpit",Local,,,,,2012-509,LEP,,"108012467",3.433177335e-05,"6075","Cumberland State Forest, Bellamy Quarry and Sawpit",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1090257,"1090257",89-97 Castle Hill Road,West Pennant Hills,The Hills,"0","0","0","0","0","0"
"16025","8721",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A20,Ruins of stone cottage,Local,,,,,2012-509,LEP,,"108012467",1.1041594007e-05,"23984",Ruins of Stone Cottage,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1090251,"1090251","Excelsior South Reserve No 45, Excelsior Avenue",North Rocks,The Hills,"0","0","0","0","0","0"
"16026","8722",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A6,"Hope Farm Windmill, Hope Farm Mill Granary and Stockmans Cottage foundations (part of Cattai Estate)",State,,,,,2012-509,LEP,,"108012467",5.7198888953e-05,,,,,,,,,,,,,
"16142","8853",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A18,Convict road,Local,,,,,2012-333,LEP,,"108012393",4.76313289e-07,,,,,,,,,,,,,
"16219","8946",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A12,Illawarra Steam Navigation Company wharf remnant,Local,,,,,2012-333,LEP,,"108012393",2.59696662e-07,,,,,,,,,,,,,
"16288","9020",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A25,Great drain and stone cut foundations,State,,,,,2012-509,LEP,,"108012467",1.4601335351e-05,"10407",Great Drain and Stone Cut Foundations,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1090256,"1090256","274 Pacific Park Road, Stone Drain Reserve",South Maroota,The Hills,"0","0","0","0","0","0"
"16320","9052",Richmond Valley Local Environmental Plan 2012,"6610",RICHMOND VALLEY,2012/03/09 00:00:00.000,2012/03/09 00:00:00.000,2014/08/15 00:00:00.000,,,,,Item - Archaeological,A9,"Wyan Creek School Site, Seery Rd",Local,,,,,2012-98,LEP,,"108012536",7.75180979e-07,,,,,,,,,,,,,
"16362","9101",Richmond Valley Local Environmental Plan 2012,"6610",RICHMOND VALLEY,2012/03/09 00:00:00.000,2012/03/09 00:00:00.000,2014/08/15 00:00:00.000,,,,,Item - Archaeological,A2,"Busbys Flat Murragan School Site, former (includes well and olive tree)",Local,,,,,2012-98,LEP,,"108012536",4.4210279611e-05,,,,,,,,,,,,,
"16407","9153",Eurobodalla Local Environmental Plan 2012,"2750",EUROBODALLA,2012/07/20 00:00:00.000,2012/07/20 00:00:00.000,2016/09/23 00:00:00.000,,,,,Item - Archaeological,A3,Old Bolaro Road,Local,,,,,2012-333,LEP,,"108012393",6.688541362e-06,"20744",Old Bolaro Road,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1550194,"1550194",Old Bolaro Road,Buckenbowra,Eurobodalla,"0","0","0","0","0","0"
"16410","9156",The Hills Local Environmental Plan 2012,"7420",THE HILLS,2012/10/05 00:00:00.000,2012/10/05 00:00:00.000,2016/12/23 00:00:00.000,,,,,Item - Archaeological,A27,Convict road station,Local,,,,,2012-509,LEP,,"108012467",1.1105977137e-05,"29978",Two Quarries,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1090055,"1090055",5426-5514 Old Northern Road,Wisemans Ferry,The Hills,"0","0","0","0","0","0"
